query_id,language,query,tool_labels,difficulty
RT189561,hu,Mutass szobákat Bratislava városában 8 éjre legfeljebb 160 euróért.; milyen tömegközlekedési bérletet érdemes venni Bratislava városában 8 napra?,hotel|transport,multi
RT013601,en,I'd like to stay fairly central. Tell me the local currency and timezone for Reykjavik.; i'm packing for Reykjavik; what conditions should I expect for 1 days? Then find good bakery/café restaurants in Reykjavik under 24 EUR each. Then find somewhere to stay in Reykjavik for 1 nights under 70 EUR per night. I'd rather avoid unnecessary detours.,hotel|location|restaurant|weather,multi
RT069459,hu,"Egy tavaszi kiruccanásra készülök. Páros utazás lesz. Mi a pénznem és az időzóna Istanbul városában? Arra is szükségem van, hogy ajánlj 4.7+ értékelésű szállást Istanbul városában 160 EUR alatt. És kell esernyőt vinnem Istanbul városába a következő 3 napra? Továbbá mivel töltenél el egy fél napot Istanbul városában?",attractions|hotel|location|weather,multi
RT100972,hu,Szeretném rendesen megtervezni az utat Ajánlj vacsorahelyeket Lisbon városában Emellett keress 35 EUR alatti belépőjű látnivalókat Lisbon városában Tartsd be a fenti kereteket,attractions|restaurant,multi
RT229745,en,"For an upcoming city break, Do I need a coat or umbrella for Vilnius on a 6-day trip? On top of that, plan my city transport in Vilnius for a 6-day stay.",transport|weather,multi
RT048261,en,"I need a 3-night hotel in Paris; keep it below 150 EUR and rating 3.5+. Next, build a sightseeing list for Paris, especially museums and landmarks.",attractions|hotel,multi
RT107370,en,I'm planning this for a quick getaway. Where can I sleep in Gdansk for 5 nights without going over 220 EUR a night? This is for a first visit.,hotel,single
RT147820,en,"I'm planning this later this month. Before I book the rest of the trip, Show metro, bus and pass options for Florence.",transport,single
RT208579,hu,"Páros utazás lesz. Épp összeállítom a programomat. Szállás kell Salzburg városában, 7 éjszaka, legalább 3.8 értékeléssel. Legyen inkább praktikus a válasz.",hotel,single
RT053671,hu,"Milyen hőmérsékletre és csapadékra számítsak Barcelona városában?; hol szálljak meg Barcelona városában 1 éjszakára, ha 90 EUR a napi keret?",hotel|weather,multi
RT044361,en,"I'm planning this for a quick getaway. Will I need an umbrella in Bologna over the next 8 days? And help me shortlist hotels in Bologna: 8 nights, max 130 EUR/night. Also, tell me the local currency and timezone for Bologna.",hotel|location|weather,multi
RT140604,hu,Rugalmas programot szeretnék. Utazást tervezek. Várható eső Helsinki környékén a 6 napos utam alatt? Első alkalommal megyek.,weather,single
RT092283,hu,Szeretném rendesen megtervezni az utat. Hogyan közlekedjek Brussels városában 3 napig?,transport,single
RT128666,hu,Egy közelgő útra készülök. Mit érdemes tudnom Prága városáról indulás előtt? Legyen inkább praktikus a válasz.,location,single
RT126297,en,"I'm planning this next week. I'm planning a trip. Help me shortlist hotels in Belgrade: 3 nights, max 130 EUR/night. This is for a first visit.",hotel,single
RT237274,hu,Az ár-érték arány fontosabb a luxusnál. Hol ennél Istanbul városában nagyjából 21 euróból fejenként?,restaurant,single
RT016410,en,"Help me plan this properly. Find museums, parks or historic places in Thessaloniki. Also, give me dinner options in Thessaloniki with a budget around 60 EUR. While you're at it, where can I sleep in Thessaloniki for 2 nights without going over 190 EUR a night? And what's the weather looking like in Thessaloniki for 2 days? This is for a first visit.",attractions|hotel|restaurant|weather,multi
RT090855,en,"I'm planning this later this month. I don't mind walking. For an upcoming city break, Where should I eat in Dublin for about 18 EUR per person? Please use the constraints above.",restaurant,single
RT022002,hu,"Egy közelgő útra készülök. Inkább praktikus megoldásokat keresek. Gyors utazási kérdés: Melyik országban van Warsaw, és milyen pénzt használnak? Tartsd be a fenti kereteket.",location,single
RT238788,hu,"Most járok ott először. Add meg a legfontosabb gyakorlati tényeket Zagreb városáról. A szállás már megvan, hotelt ne keress.",location,single
RT063934,hu,"Egy tavaszi kiruccanásra készülök. Páros utazás lesz. Mielőtt mindent lefoglalok, Nézd meg Párizs 1 napos időjárás-előrejelzését.",weather,single
RT009564,en,"A practical question: Look for well-rated rooms in Copenhagen for 6 nights, preferably below 190 EUR. And i'm packing for Copenhagen; what conditions should I expect for 6 days? Then can I move around Copenhagen without a car, and what will it cost for 6 days?",hotel|transport|weather,multi
RT134618,en,Show accommodation in Geneva for 5 nights with a nightly cap of 170 EUR. A short ranked list is enough.,hotel,single
RT015108,hu,"Utazást tervezek. Melyik országban van Berlin, és milyen pénzt használnak?",location,single
RT108753,hu,"Keress Italian éttermet Venice városában 33 EUR/fő alatt. Emellett adj gyakorlati információkat Venice városáról: pénznem, nyelv és időzóna. És szükségem van egy jó szállásra Venice városában 4 éjszakára. Ezután számolj közlekedési keretet Venice városára 4 napra.",hotel|location|restaurant|transport,multi
RT178795,hu,"Most járok ott először. Adj alapvető helyi tudnivalókat Hamburg városáról. Arra is szükségem van, hogy szükségem van egy jó szállásra Hamburg városában 4 éjszakára. Továbbá hol egyek Hamburg városában körülbelül 24 EUR/fő keretből? Tartsd be a fenti kereteket.",hotel|location|restaurant,multi
RT026051,en,"We're travelling as a couple. Find museums, parks or historic places in Split. Also, give me temperatures and rain chances for Split for 9 days.",attractions|weather,multi
RT146271,hu,"Egy tavaszi kiruccanásra készülök. Egyedül utazom. Melyik országban van Florence, és milyen pénzt használnak? Ezután keress Middle Eastern éttermet Florence városában 39 EUR/fő alatt.",location|restaurant,multi
RT186307,en,"I'm planning this this weekend. I'm travelling with family. I'm putting together my itinerary. Look for well-rated rooms in Marseille for 3 nights, preferably below 210 EUR. Next, what transit pass makes sense in Marseille for 3 days? Then suggest somewhere good to eat in Marseille.",hotel|restaurant|transport,multi
RT162475,en,"For an upcoming city break, I need a 5-night hotel in Belgrade; keep it below 140 EUR and rating 4.0+. While you're at it, what transit pass makes sense in Belgrade for 5 days?",hotel|transport,multi
RT150447,en,"Quick travel question: Which country, currency and language should I expect in Tirana?",location,single
RT225603,en,"I'm planning this for a quick getaway. Find a few places to eat in Dublin, ideally bakery/café. Next, is outdoor sightseeing sensible in Dublin over the next 1 days? And how do locals get around Dublin, and what should I buy for 1 days? And give me the key practical facts for Dublin. Please keep the answer concise.",location|restaurant|transport|weather,multi
RT084401,hu,"Még ebben a hónapban készülök. Rugalmas programot szeretnék. Keress 20 EUR alatti belépőjű látnivalókat Dubrovnik városában. Továbbá keress szállást Dubrovnik városában 3 éjszakára, 130 EUR/éj alatt. Ha már itt tartunk, autó nélkül hogyan járjam be Dubrovnik városát? Legyen inkább praktikus a válasz.",attractions|hotel|transport,multi
RT082490,hu,Mi a pénznem és az időzóna Marseille városában? Legyen inkább praktikus a válasz.,location,single
RT122242,en,"I'm planning this for an upcoming trip. I'm travelling solo. Before I book the rest of the trip, Help me shortlist hotels in Venice: 7 nights, max 160 EUR/night. And will I need an umbrella in Venice over the next 7 days? Please keep the answer concise.",hotel|weather,multi
RT082397,hu,"Milyen parkok, múzeumok és történelmi helyek vannak Luxembourg városában? Arra is szükségem van, hogy kell esernyőt vinnem Luxembourg városába a következő 7 napra? Első alkalommal megyek.",attractions|weather,multi
RT220787,hu,Hol ennél Riga városában nagyjából 48 euróból fejenként? Legyen inkább praktikus a válasz.,restaurant,single
RT152043,hu,"Egy közelgő útra készülök. Kell esernyőt vinnem Reykjavik városába a következő 10 napra? Ezután melyik országban van Reykjavik, és milyen pénzt használnak? A szállás már megvan, hotelt ne keress.",location|weather,multi
RT164275,hu,"Most járok ott először. Mielőtt mindent lefoglalok, 4 éjszakára kell hotel Bécs városában, maximum 90 euróért éjszakánként. Legyen inkább praktikus a válasz.",hotel,single
RT046294,hu,"Egy közelgő útra készülök. Utazást tervezek. Adj gyakorlati információkat Edinburgh városáról: pénznem, nyelv és időzóna. Végül szükségem van egy jó szállásra Edinburgh városában 9 éjszakára. Legyen inkább praktikus a válasz.",hotel|location,multi
RT022712,en,"It's a short city break. Help me plan this properly. I want culture and interesting sights in Munich; what do you recommend? While you're at it, what should I know about Munich before I arrive?",attractions|location,multi
RT007358,en,Help me plan this properly. What's the weather looking like in Nice for 4 days?,weather,single
RT173114,hu,"Egyedül utazom. Melyik országban van Róma, és milyen pénzt használnak? Végül keress bakery/café éttermet Róma városában 24 EUR/fő alatt.",location|restaurant,multi
RT121957,en,"I'm planning this for a quick getaway. A practical question: What's the weather looking like in Nicosia for 8 days? On top of that, where should I eat in Nicosia for about 15 EUR per person? I also need this: show accommodation in Nicosia for 8 nights with a nightly cap of 210 EUR.",hotel|restaurant|weather,multi
RT009037,hu,"Gyors utazási kérdés: Mutasd a metró-, busz- és bérletlehetőségeket Dublin városában. Ezután ajánlj 4.0+ értékelésű szállást Dublin városában 170 EUR alatt.",hotel|transport,multi
RT048370,hu,"Rövid városnézés lesz. Szeretném rendesen megtervezni az utat. 2 napot töltök Valencia városában; milyen időre készüljek? És 2 éjszakára kell hotel Valencia városában, maximum 110 euróért éjszakánként. Továbbá ajánlj vacsorahelyeket Valencia városában. Első alkalommal megyek.",hotel|restaurant|weather,multi
RT131498,hu,Szeretném rendesen megtervezni az utat. Kell esernyőt vinnem Ljubljana városába a következő 10 napra?,weather,single
RT067961,en,"We're travelling as a couple. Can I move around Barcelona without a car, and what will it cost for 1 days? On top of that, tell me the local currency and timezone for Barcelona.",location|transport,multi
RT237316,hu,"Kabát vagy esernyő kell inkább Porto városába 9 napra?; mi az, amit tényleg kár lenne kihagyni Porto városában? Étteremajánlásra nincs szükségem.",attractions|weather,multi
RT200340,hu,"Egy közelgő útra készülök. Belgrade városában keresek alvóhelyet 8 éjre, éjszakánként legfeljebb 170 EUR-ért.; pénznem, nyelv, időzóna: mi vonatkozik Belgrade városára? Ha már itt tartunk, kérek néhány jó étkezési lehetőséget Belgrade városában.",hotel|location|restaurant,multi
