query_id,query,tool_labels,city,difficulty
CH015920,Find me a table worth booking in Reykjavik.,restaurant,Reykjavik,indirect_noisy
CH015921,I still need somewhere to sleep in Lisbon. Am I likely to get soaked in Lisbon?,hotel|weather,Lisbon,indirect_noisy
CH015922,Legyen praktikus. Szabadtéri programhoz milyen körülmények lesznek Bucharest városában? / Where would you actually go for dinner in Bucharest?,restaurant|weather,Bucharest,indirect_noisy
CH015923,"Mi a legegyszerűbb módja, hogy bejárjam Milan városát? Also, Milyen alapinformációkat tudjak Milan városáról?",location|transport,Milan,indirect_noisy
CH015924,"Most leszek ott először. Miket néznél meg elsőként Amsterdam városában? A szállás már megvan, hotelt ne keress.",attractions,Amsterdam,indirect_noisy
CH015925,"Érkezés előtt mik a legfontosabb helyi tudnivalók Bologna városáról? Also, Will the weather ruin outdoor plans in Bologna? A szállás már megvan, hotelt ne keress.",location|weather,Bologna,indirect_noisy
CH015926,"I need a roof over my head in Oslo. Food is already arranged, so skip restaurant ideas.",hotel,Oslo,indirect_noisy
CH015927,I'm flexible on timing. Find me a table worth booking in Gdansk. / Brief me before I arrive in Gdansk.,location|restaurant,Gdansk,indirect_noisy
CH015928,Miket néznél meg elsőként London városában?,attractions,London,indirect_noisy
CH015929,This is my first time there. I still need somewhere to sleep in Lyon.,hotel,Lyon,indirect_noisy
CH015930,Legyen praktikus. Mivel töltenél el egy délutánt Luxembourg városában?,attractions,Luxembourg,indirect_noisy
CH015931,Milyen alapinformációkat tudjak Reykjavik városáról? / Give me reasons to leave the hotel in Reykjavik. / Még nincs hol aludnom Reykjavik városában.,attractions|hotel|location,Reykjavik,indirect_noisy
CH015932,"I still need somewhere to sleep in Seville. Milyen alapinformációkat tudjak Seville városáról? Az étkezés megvan, éttermet ne ajánlj.",hotel|location,Seville,indirect_noisy
CH015933,This is my first time there. I haven't sorted a base in Oslo yet.,hotel,Oslo,indirect_noisy
CH015934,A szállás kérdése még nyitott Edinburgh városában. Brief me before I arrive in Edinburgh.,hotel|location,Edinburgh,indirect_noisy
CH015935,"I haven't sorted a base in Bologna yet. Also, Would outdoor plans be risky in Bologna?",hotel|weather,Bologna,indirect_noisy
CH015936,Help me avoid taxis in Zurich.,transport,Zurich,indirect_noisy
CH015937,I'm flexible on timing. What practical facts should I know about Nice?,location,Nice,indirect_noisy
CH015938,Az időzítés rugalmas. Érkezés előtt mik a legfontosabb helyi tudnivalók Naples városáról?,location,Naples,indirect_noisy
CH015939,Legyen praktikus. Kellene egy bázis Lisbon városában az éjszakákra. Kellene egy jó hely enni Lisbon városában.,hotel|restaurant,Lisbon,indirect_noisy
CH015940,"Kevés csomaggal megyek. Mi az, amit kár lenne kihagyni Salzburg városában? / Kellene egy bázis Salzburg városában az éjszakákra.",attractions|hotel,Salzburg,indirect_noisy
CH015941,Legyen praktikus. Mivel töltenél el egy délutánt Bologna városában? / Kellene egy jó hely enni Bologna városában.,attractions|restaurant,Bologna,indirect_noisy
CH015942,Kevés csomaggal megyek. Miket néznél meg elsőként Hamburg városában?,attractions,Hamburg,indirect_noisy
CH015943,"Elázhatok Porto városában? What practical facts should I know about Porto? A szállás már megvan, hotelt ne keress.",location|weather,Porto,indirect_noisy
CH015944,Most leszek ott először. Hová ülnél be enni Dublin városában?,restaurant,Dublin,indirect_noisy
CH015945,"Legyen praktikus. Nem lesz autóm Zurich városában; hogyan járjak? Also, Brief me before I arrive in Zurich. Also, Where would you actually go for dinner in Zurich?",location|restaurant|transport,Zurich,indirect_noisy
CH015946,"Most leszek ott először. Gyors helyi eligazítást kérek Istanbul városáról. / Mi a legegyszerűbb módja, hogy bejárjam Istanbul városát? / Should I pack an umbrella for Istanbul?",location|transport|weather,Istanbul,indirect_noisy
CH015947,"Find me a table worth booking in Naples. Also, Nem lesz autóm Naples városában; hogyan járjak?",restaurant|transport,Naples,indirect_noisy
CH015948,I already have flights. I need somewhere good to eat in Berlin. / Would outdoor plans be risky in Berlin? / What's the smartest way to get around Berlin?,restaurant|transport|weather,Berlin,indirect_noisy
CH015949,gyors helyi eligazítást kérek tallinn városáról.,location,Tallinn,indirect_noisy
CH015950,Mivel töltenél el egy délutánt Milan városában? Érkezés előtt mik a legfontosabb helyi tudnivalók Milan városáról?,attractions|location,Milan,indirect_noisy
CH015951,Keep it practical. Where would you actually go for dinner in Hamburg?; Am I likely to get soaked in Hamburg?,restaurant|weather,Hamburg,indirect_noisy
CH015952,"Kevés csomaggal megyek. Szabadtéri programhoz milyen körülmények lesznek Madrid városában? Also, Find me a table worth booking in Madrid. Also, What's the smartest way to get around Madrid?",restaurant|transport|weather,Madrid,indirect_noisy
CH015953,Brief me before I arrive in Nicosia / Még nincs hol aludnom Nicosia városában,hotel|location,Nicosia,indirect_noisy
CH015954,I'm trying to travel light Fill an afternoon in Dublin with worthwhile stops,attractions,Dublin,indirect_noisy
CH015955,"Fill an afternoon in Riga with worthwhile stops. Also, A szállás kérdése még nyitott Riga városában. Also, I won't have a car in Riga; how do I move around?",attractions|hotel|transport,Riga,indirect_noisy
CH015956,Most leszek ott először. Fill an afternoon in Tallinn with worthwhile stops. / Kellene egy jó hely enni Tallinn városában.,attractions|restaurant,Tallinn,indirect_noisy
CH015957,Hová ülnél be enni Bratislava városában?; Help me avoid taxis in Bratislava.; What would you not skip in Bratislava?,attractions|restaurant|transport,Bratislava,indirect_noisy
CH015958,Legyen praktikus. Hová ülnél be enni Valencia városában?,restaurant,Valencia,indirect_noisy
CH015959,I'm flexible on timing. I haven't sorted a base in Bologna yet. What practical facts should I know about Bologna?,hotel|location,Bologna,indirect_noisy
CH015960,"Most leszek ott először. I haven't sorted a base in Lyon yet. / Milyen alapinformációkat tudjak Lyon városáról? Az étkezés megvan, éttermet ne ajánlj.",hotel|location,Lyon,indirect_noisy
CH015961,what practical facts should i know about istanbul?,location,Istanbul,indirect_noisy
CH015962,"What would you not skip in Split? Also, Kellene egy jó hely enni Split városában. Also, Mi a legegyszerűbb módja, hogy bejárjam Split városát?",attractions|restaurant|transport,Split,indirect_noisy
CH015963,"Kevés csomaggal megyek. I won't have a car in Madrid; how do I move around?; Mi az, amit kár lenne kihagyni Madrid városában?; Would outdoor plans be risky in Madrid?",attractions|transport|weather,Madrid,indirect_noisy
CH015964,Taxik nélkül hogyan közlekedjek Lisbon városában? Hová ülnél be enni Lisbon városában?,restaurant|transport,Lisbon,indirect_noisy
CH015965,"Kevés csomaggal megyek. Mi a legegyszerűbb módja, hogy bejárjam Zagreb városát?",transport,Zagreb,indirect_noisy
CH015966,"Gyors helyi eligazítást kérek London városáról. Also, Am I likely to get soaked in London? Also, Hol vacsoráznál London városában?",location|restaurant|weather,London,indirect_noisy
CH015967,"Gyors helyi eligazítást kérek Nice városáról. Also, Nem lesz autóm Nice városában; hogyan járjak?",location|transport,Nice,indirect_noisy
CH015968,Kevés csomaggal megyek Brief me before I arrive in Brussels A szállás kérdése még nyitott Brussels városában,hotel|location,Brussels,indirect_noisy
CH015969,I already have flights. Should I pack an umbrella for Sarajevo?,weather,Sarajevo,indirect_noisy
CH015970,Taxik nélkül hogyan közlekedjek Innsbruck városában?; Még nincs hol aludnom Innsbruck városában.,hotel|transport,Innsbruck,indirect_noisy
CH015971,What would you not skip in Gdansk?; Taxik nélkül hogyan közlekedjek Gdansk városában?,attractions|transport,Gdansk,indirect_noisy
CH015972,A repülőjegy már megvan. Még nincs hol aludnom Luxembourg városában. / Would outdoor plans be risky in Luxembourg?,hotel|weather,Luxembourg,indirect_noisy
CH015973,Most leszek ott először. Hol vacsoráznál Athens városában?; Szabadtéri programhoz milyen körülmények lesznek Athens városában?; What practical facts should I know about Athens?,location|restaurant|weather,Athens,indirect_noisy
CH015974,"Kevés csomaggal megyek. I still need somewhere to sleep in Reykjavik. Also, I won't have a car in Reykjavik; how do I move around? Also, Miket néznél meg elsőként Reykjavik városában?",attractions|hotel|transport,Reykjavik,indirect_noisy
CH015975,I'm trying to travel light. I haven't sorted a base in Innsbruck yet.; Brief me before I arrive in Innsbruck.,hotel|location,Innsbruck,indirect_noisy
CH015976,"Kellene egy jó hely enni Prága városában.; Miket néznél meg elsőként Prága városában? A szállás már megvan, hotelt ne keress.",attractions|restaurant,Prague,indirect_noisy
CH015977,"Kellene egy jó hely enni Oslo városában. Also, Fill an afternoon in Oslo with worthwhile stops.",attractions|restaurant,Oslo,indirect_noisy
CH015978,I already have flights. Help me avoid taxis in Hamburg.,transport,Hamburg,indirect_noisy
CH015979,Most leszek ott először. Miket néznél meg elsőként Dublin városában? / Nem lesz autóm Dublin városában; hogyan járjak?,attractions|transport,Dublin,indirect_noisy
CH015980,I already have flights. Am I likely to get soaked in Venice? I already have accommodation booked; don't search hotels.,weather,Venice,indirect_noisy
CH015981,"What would you not skip in Valencia? Mi a legegyszerűbb módja, hogy bejárjam Valencia városát?",attractions|transport,Valencia,indirect_noisy
CH015982,I haven't sorted a base in Copenhagen yet. Milyen alapinformációkat tudjak Copenhagen városáról?,hotel|location,Copenhagen,indirect_noisy
CH015983,A repülőjegy már megvan. Szabadtéri programhoz milyen körülmények lesznek Lisbon városában?,weather,Lisbon,indirect_noisy
CH015984,a repülőjegy már megvan. kellene egy jó hely enni berlin városában.,restaurant,Berlin,indirect_noisy
CH015985,"I haven't sorted a base in Nicosia yet. Also, Give me the local basics before I land in Nicosia.",hotel|location,Nicosia,indirect_noisy
CH015986,"Hol vacsoráznál Florence városában? Also, Give me reasons to leave the hotel in Florence.",attractions|restaurant,Florence,indirect_noisy
CH015987,Kellene egy bázis Dublin városában az éjszakákra.; What practical facts should I know about Dublin?,hotel|location,Dublin,indirect_noisy
CH015988,I'm trying to travel light. Should I pack an umbrella for Warsaw?,weather,Warsaw,indirect_noisy
CH015989,"Help me avoid taxis in Cologne. Food is already arranged, so skip restaurant ideas.",transport,Cologne,indirect_noisy
CH015990,Miket neznel meg elsokent Venice varosaban?,attractions,Venice,indirect_noisy
CH015991,Should I pack an umbrella for Oslo?; Milyen alapinformációkat tudjak Oslo városáról?,location|weather,Oslo,indirect_noisy
CH015992,Most leszek ott először. A szállás kérdése még nyitott Tallinn városában. Where would you actually go for dinner in Tallinn? Nem lesz autóm Tallinn városában; hogyan járjak?,hotel|restaurant|transport,Tallinn,indirect_noisy
CH015993,"Legyen praktikus. I need somewhere good to eat in Krakow. Also, Kellene egy bázis Krakkó városában az éjszakákra.",hotel|restaurant,Krakow,indirect_noisy
CH015994,"Legyen praktikus. Mi a legegyszerűbb módja, hogy bejárjam Sarajevo városát? / Szabadtéri programhoz milyen körülmények lesznek Sarajevo városában? / Még nincs hol aludnom Sarajevo városában.",hotel|transport|weather,Sarajevo,indirect_noisy
CH015995,i'm trying to travel light. i need somewhere good to eat in sarajevo.,restaurant,Sarajevo,indirect_noisy
CH015996,Kevés csomaggal megyek. What would you not skip in Lisbon? / Érkezés előtt mik a legfontosabb helyi tudnivalók Lisbon városáról? / I won't have a car in Lisbon; how do I move around?,attractions|location|transport,Lisbon,indirect_noisy
CH015997,Mivel töltenél el egy délutánt Oslo városában?; Taxik nélkül hogyan közlekedjek Oslo városában?,attractions|transport,Oslo,indirect_noisy
CH015998,What would you not skip in Athens? I already have accommodation booked; don't search hotels.,attractions,Athens,indirect_noisy
CH015999,This is my first time there. I haven't sorted a base in Lisbon yet.; What's the smartest way to get around Lisbon?,hotel|transport,Lisbon,indirect_noisy
CH016000,"This is my first time there. Would outdoor plans be risky in Luxembourg? Also, What's the smartest way to get around Luxembourg? Also, I still need somewhere to sleep in Luxembourg.",hotel|transport|weather,Luxembourg,indirect_noisy
CH016001,"Az időzítés rugalmas. Hol vacsoráznál Cologne városában? Also, Kabát vagy esernyő legyen nálam Cologne városában?",restaurant|weather,Cologne,indirect_noisy
CH016002,"Mi az, amit kár lenne kihagyni Naples városában?",attractions,Naples,indirect_noisy
